name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Lactobacillus casei	1582	species	3039836	13	0	0.0
Lactobacillus gasseri	1596	species	1894360	1	0	0.0
Lactobacillus paracasei	1597	species	4200086	13	0	0.0
Lactobacillus sakei	1599	species	1884661	2	0	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
Lactobacillus salivarius	1624	species	2663133	6	0	0.0
Trueperella pyogenes	1661	species	3453353	4	2	0.0
Bifidobacterium	1678	genus	0	3	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	50	3	0.0
Bifidobacterium bifidum	1681	species	2209322	46	2	0.0
Bifidobacterium angulatum	1683	species	2043306	14	0	0.0
Bifidobacterium asteroides	1684	species	2167304	37	0	0.0
Bifidobacterium breve	1685	species	2328021	14	0	0.0
Bifidobacterium catenulatum	1686	species	2079525	17	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	9	0	0.0
Bifidobacterium dentium	1689	species	2636018	49	0	0.0
Bifidobacterium indicum	1691	species	1734546	9	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	21	0	0.0
Cellulomonas flavigena	1711	species	4123179	4	0	0.0
Corynebacterium glutamicum	1718	species	6155998	1	1	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	13	3	0.0
Eubacterium limosum	1736	species	4233519	117827	114492	0.0
Propionibacterium freudenreichii	1744	species	2646865	21	0	0.0
Propionibacterium acnes	1747	species	3361368	1	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	1	0	0.0
Thermoanaerobacter	1754	genus	0	2	0	0.0
Mycobacterium bovis	1765	species	6302864	82	0	0.0
Mycobacterium leprae	1769	species	3268137	6	0	0.0
Mycobacterium chelonae	1774	species	5029817	5	0	0.0
Rhodococcus erythropolis	1833	species	6734667	1	0	0.0
Saccharopolyspora erythraea	1836	species	8212805	2	0	0.0
Saccharomonospora viridis	1852	species	4308349	1	0	0.0
Frankia alni	1859	species	7497934	12	0	0.0
Geodermatophilus obscurus	1861	species	5322497	1	0	0.0
Streptosporangium roseum	2001	species	10369518	18	0	0.0
Thermobispora bispora	2006	species	4189976	3	1	0.0
Nocardiopsis dassonvillei	2014	species	6543312	1	0	0.0
Thermomonospora curvata	2020	species	5639016	3	0	0.0
Thermobifida fusca	2021	species	3642249	1	0	0.0
Tropheryma whipplei	2039	species	926620	16	0	0.0
Aeromicrobium erythreum	2041	species	3629239	1	0	0.0
Pimelobacter simplex	2045	species	5637360	17	0	0.0
Gordonia bronchialis	2054	species	5290012	6	0	0.0
Gordonia terrae	2055	species	5701501	6	0	0.0
Tsukamurella paurometabola	2061	species	4479724	7	1	0.0
Mycoplasma arginini	2094	species	678592	3	0	0.0
Mycoplasma hominis	2098	species	925558	3	0	0.0
Mycoplasma hyopneumoniae	2099	species	909234	2	0	0.0
Mycoplasma agalactiae	2110	species	942070	1	0	0.0
Mycoplasma arthritidis	2111	species	820453	3	0	0.0
Mycoplasma californicum	2113	species	796464	1	0	0.0
Mycoplasma fermentans	2115	species	1048137	1	0	0.0
Mycoplasma flocculare	2128	species	778866	2	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	18	9	0.0
Halanaerobium praevalens	2331	species	2309262	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	10	3	0.0
Flexistipes sinusarabici	2352	species	2526590	7	1	0.0
Desulfomonile	2357	genus	0	2	0	0.0
Desulfomonile tiedjei	2358	species	6527027	36	8	0.0
Teredinibacter turnerae	2426	species	5193164	161	12	0.0
Roseobacter denitrificans	2434	species	4331234	10	0	0.0
Gardnerella vaginalis	2702	species	1669705	4	0	0.0
Hirschia baltica	2724	species	3540114	5	0	0.0
Symbiobacterium thermophilum	2734	species	3566135	1	0	0.0
Marinobacter	2742	genus	0	1	0	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	3	0	0.0
Halomonas elongata	2746	species	4061296	1	0	0.0
Homo sapiens	9606	species	3238442024	26	21	0.0
Burkholderia mallei	13373	species	18282343	1	0	0.0
Sphingomonas	13687	genus	0	4	0	0.0
Bifidobacterium animalis	28025	species	2054141	100	37	4.59986e-06
Bifidobacterium pseudocatenulatum	28026	species	2313752	17	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	1	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	2	0	0.0
Streptococcus mitis	28037	species	3110438	1	0	0.0
Lactobacillus curvatus	28038	species	5775917	2	0	0.0
Acidothermus cellulolyticus	28049	species	2443540	12	0	0.0
Rubrivivax gelatinosus	28068	species	5043253	28	18	0.0
Nostoc sp. PCC 7524	28072	species	6718869	4	0	0.0
Neisseria weaveri	28091	species	2188497	2	0	0.0
Sinorhizobium	28105	genus	0	14	0	0.0
Alteromonas macleodii	28108	species	5557691	4	0	0.0
Francisella philomiragia	28110	species	4757195	1	0	0.0
Tannerella forsythia	28112	species	3383154	304	0	0.0
Bacteroides ovatus	28116	species	6473892	257	5	0.0
Odoribacter splanchnicus	28118	species	4392288	14	13	0.0
Porphyromonas asaccharolytica	28123	species	2186370	7	3	0.0
Prevotella denticola	28129	species	2937589	8	6	0.0
Prevotella intermedia	28131	species	2718355	1	1	0.0
Prevotella melaninogenica	28132	species	3168282	7	0	0.0
Cronobacter sakazakii	28141	species	5648091	2	0	0.0
Leptospira santarosai	28183	species	3983611	3	0	0.0
Acetohalobium arabaticum	28187	species	2469596	7	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	1	0	0.0
Desulfobacula toluolica	28223	species	5197905	12	3	0.0
Colwellia psychrerythraea	28229	species	5373180	2	0	0.0
Geobacter	28231	genus	0	1	0	0.0
Geobacter metallireducens	28232	species	4011182	15	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	144	59	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	1	0	0.0
[Clostridium] propionicum	28446	species	3120417	17	2	0.0
Clavibacter michiganensis	28447	species	3302478	17	0	0.0
Komagataeibacter xylinus	28448	species	3905082	27	0	0.0
Burkholderia pseudomallei	28450	species	11222453	1	0	0.0
Leptospira alstonii	28452	species	4591888	3	0	0.0
Thermoanaerobacterium	28895	genus	0	1	0	0.0
Salmonella enterica	28901	species	6689149	5	4	0.0
Mycoplasma bovis	28903	species	1562794	1	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	6	0	0.0
[Clostridium] cellulosi	29343	species	2229578	6	1	0.0
Cellulosilyticum lentocellum	29360	species	4714237	52	23	0.0
Staphylococcus saprophyticus	29385	species	3903594	2	0	0.0
Staphylococcus capitis	29388	species	2503265	9	2	0.0
Moraxella ovis	29433	species	2306095	3	0	0.0
Xanthomonas albilineans	29447	species	3852299	1	0	0.0
Rhizobium etli	29449	species	6784960	2	2	0.0
Veillonella parvula	29466	species	2132142	12	0	0.0
Yersinia frederiksenii	29484	species	4550894	3	2	0.0
Photorhabdus luminescens	29488	species	5688987	4	0	0.0
Turneriella parva	29510	species	4409302	2	0	0.0
Borreliella afzelii	29518	species	1151622	1	0	0.0
Borreliella garinii	29519	species	933029	1	0	0.0
Pelobacter propionicus	29543	species	4241119	13	0	0.0
Lawsonia intracellularis	29546	species	1719103	18	0	0.0
Rhodothermus	29548	genus	0	1	0	0.0
Rhodothermus marinus	29549	species	3360429	3	0	0.0
Mycoplasma canadense	29554	species	693241	3	0	0.0
Taylorella equigenitalis	29575	species	1713991	27	2	0.0
Caldicellulosiruptor bescii	31899	species	2931662	34	0	0.0
Halothermothrix orenii	31909	species	2578146	5	0	0.0
Aminobacter	31988	genus	0	14	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	15	12	0.0
Achromobacter denitrificans	32002	species	6226215	9	0	0.0
Helicobacter hepaticus	32025	species	1799146	39	0	0.0
Synechococcus elongatus	32046	species	2719262	1	0	0.0
synthetic construct	32630	species	26537524	4575	411	2.34881e-05
Halothermothrix	32636	genus	0	1	0	0.0
Desulfurella acetivorans	33002	species	1819992	2	1	0.0
Cutibacterium avidum	33010	species	2627993	22	0	0.0
Parvimonas micra	33033	species	1627009	8	2	0.0
Anaerococcus prevotii	33034	species	1998633	24	12	0.0
Bartonella grahamii	33045	species	2369520	1	0	0.0
Bartonella vinsonii	33047	species	1802699	1	0	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	4	0	0.0
Sphingopyxis terrae	33052	species	3983415	4	0	0.0
Acidithiobacillus caldus	33059	species	3112322	23	3	0.0
Acidobacterium capsulatum	33075	species	4127356	4	0	0.0
Coriobacterium glomerans	33871	species	2115681	2	0	0.0
Rathayibacter tritici	33888	species	3354681	12	0	0.0
Bifidobacterium thermophilum	33905	species	2291643	17	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	1	0	0.0
Geobacillus thermoleovorans	33941	species	5320134	2	0	0.0
Kyrpidia tusciae	33943	species	3384766	10	1	0.0
Acetobacterium	33951	genus	0	1	0	0.0
Acetobacterium woodii	33952	species	4044777	4061	813	0.0
Lactobacillus johnsonii	33959	species	1958140	1	0	0.0
Leuconostoc citreum	33964	species	1896614	5	0	0.0
Melissococcus plutonius	33970	species	2059558	5	0	0.0
Rickettsia bellii	33990	species	1525528	5	0	0.0
Rickettsia montanensis	33991	species	1279798	23	0	0.0
Rickettsia rhipicephali	33992	species	1377049	23	0	0.0
Neorickettsia helminthoeca	33994	species	884232	5	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	6	0	0.0
Paracoccus aminophilus	34003	species	4873118	9	0	0.0
Rhodospirillum centenum	34018	species	4355543	93	0	0.0
Candidatus Liberibacter	34019	genus	0	2	0	0.0
Candidatus Liberibacter africanus	34020	species	1192232	157	0	0.0
Candidatus Liberibacter asiaticus	34021	species	1229983	157	0	0.0
Leptothrix cholodnii	34029	species	4909403	3	0	0.0
Rahnella aquatilis	34038	species	5656799	1	1	0.0
Variovorax paradoxus	34073	species	6817856	1	0	0.0
Riemerella anatipestifer	34085	species	2813253	2	0	0.0
Pelodictyon phaeoclathratiforme	34090	species	3018238	98	0	0.0
Streptobacillus moniliformis	34105	species	1673280	1	0	0.0
Geobacter sulfurreducens	35554	species	3764200	3	0	0.0
Heliobacterium modesticaldum	35701	species	3075407	1	0	0.0
Citrobacter amalonaticus	35703	species	7931914	2	0	0.0
Coprothermobacter proteolyticus	35786	species	1424912	1	0	0.0
Rickettsia africae	35788	species	1290917	23	0	0.0
Rickettsia japonica	35790	species	1283087	5	0	0.0
Rickettsia massiliae	35791	species	1376184	23	0	0.0
Rickettsia parkeri	35792	species	1300386	23	0	0.0
Rickettsia slovaca	35794	species	1275404	23	0	0.0
Ehrlichia muris	35795	species	1196717	1	0	0.0
Nitrosospira briensis	35799	species	3210113	6	3	0.0
Rhodovulum sulfidophilum	35806	species	6638597	5	0	0.0
Bordetella holmesii	35814	species	3697767	10	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	4	0	0.0
Pseudomonas cichorii	36746	species	5986012	8	0	0.0
Mycobacterium abscessus	36809	species	18231971	5	0	0.0
Desulfitobacterium dehalogenans	36854	species	4321753	5	0	0.0
Thiobacillus denitrificans	36861	species	2909809	4	0	0.0
Paraburkholderia xenovorans	36873	species	19434089	1	0	0.0
Marichromatium purpuratum	37487	species	3779112	100	0	0.0
